text,name,favourite_count,retweet_count,created_at,polaridad,subjetividad,sentiment,neg,neu,pos,compound
No sé  está pasando  ti  disculpar  o  )) DisculpateMikeSilveroDisculpateABCCOLOR…,.｡❅*🧈.⋆ тαє ⋆.🧈*❅｡.,0,4,2021-06-20 06:22:11,0.5,1.0,negative,0.121,0.879,0.0,-0.296
copi &amp; pegu ↓EXIGIMOS  DISCULPADisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacis…,.｡❅*🧈.⋆ тαє ⋆.🧈*❅｡.,0,293,2021-06-20 06:22:08,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Eres responsable    dices.El racismo no es ni libertad  expreón ni humor.Queremos a disculpa.DisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpresonApogizeMikeSilvero NUNCAMASSOMOSGEN ApogizeABCCOLOR,Magic Shop💜,0,0,2021-06-20 06:15:27,0.0,0.0,negative,0.078,0.848,0.074,-0.0258
【ＮＵＥＶＯ　ＶＩＤＥＯ】¿Qué   pasó con BTS y ABC? La explicación finitiva (?) l DisculpateABCCor,Braulio ®,0,100,2021-06-20 06:01:51,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Nadie toca a BTS. Despidan!RACISMISNOTCOMEDY 😡DisculpateABCCOLORDisculpateMikeSilverodisculpateabc,Jk~,0,1,2021-06-20 05:57:48,0.0,0.0,neutral,0.0,1.0,0.0,0.0
DisculpateABCCOLOR disculpateabc DisculpateMikeSilveroQue falta  profeonalismo  parte  s periodis…,Jk~,0,1,2021-06-20 05:57:19,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Si parece  cualquier hijo  vecino pue r periodista  e canal   capo  habr tanta mi…,Jk~,0,2,2021-06-20 05:57:13,0.0,0.0,neutral,0.0,1.0,0.0,0.0
NOSOTRAS/OS ARMY hemos trabajado  llevars a  cima. Usted tie  saber  publicar  artícu odio sobre s…,Jk~,0,1,2021-06-20 05:57:08,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Más  pa. Vergüza DisculpateABCCOLOR DisculpateMikeSilver disculpateabc RACISMISNOTCOMEDY,Jk~,0,1,2021-06-20 05:57:05,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Si Jimin a mi también me dan pa.DisculpateABCCOLOR DisculpateMikeSilvero RACISMISNOTCOMEDY ,Jk~,0,1051,2021-06-20 05:57:04,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Exigimos a disculpa pública por parte  ABC y Mike Silvero   usted no tie carisma  hacer su trabajo mejor no …,Jk~,0,1,2021-06-20 05:56:59,0.0,0.0,negative,0.167,0.833,0.0,-0.5267
Exigimos a disculpa por tu falta  profeonalismo y por tu odia irracional hacia BTS DisculpateMikeSilvero Disculp…,Jk~,0,1,2021-06-20 05:56:51,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Ahora parece  no pues respetar s gustos mucales otras personas? Eres realmte patético. Discúlpate Disculpa…,Jk~,0,1,2021-06-20 05:56:41,0.0,0.0,negative,0.115,0.885,0.0,-0.296
Ser racistas no es a opinión ni libertad  expreón r xófobo no es humor. Realmte SE TIENEN QUE DISCULPAR. Di…,Jk~,0,1,2021-06-20 05:56:39,0.0,0.0,negative,0.173,0.827,0.0,-0.5267
Man  mierda s fans  s chinos estos  guay nadie s ja a s chinos con Covid  cantan ahí DisculpateABC…,Jk~,0,1,2021-06-20 05:56:32,0.0,0.0,neutral,0.0,1.0,0.0,0.0
No jemos  esto llege a mas personas No al rasmo?!👇DisculpateABCCOLOR DisculpateMikeSilvero DisculpateMikeSilver…,Jk~,0,1,2021-06-20 05:56:26,0.0,0.0,negative,0.265,0.735,0.0,-0.5707
La verdad    dijo  periodista fue xófobico fue falta  respeto etc ojalá hagan algo  informar más sobre…,Jk~,0,1,2021-06-20 05:56:26,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Me parece increíble   p g  existan personas tan ignorantes.¿Cuándo van a tr  Bts  único  ha…,Jk~,0,1,2021-06-20 05:56:24,0.0,0.0,neutral,0.0,1.0,0.0,0.0
¿Que suce con este tipo?... Que falta  respeto y mas vinido  tevisora. DisculpateMikeSilveroApogizeMike…,Jk~,0,29,2021-06-20 05:56:21,0.0,0.0,neutral,0.0,1.0,0.0,0.0
El rasmo no es libertad  expreonExigimos disculpa empre y cuando estes realmte arreptido y no so  hagas por ob…,Jk~,0,1,2021-06-20 05:56:14,0.0,0.0,negative,0.18,0.82,0.0,-0.5267
Lo   armó con  reacciòn  ArmyPY fans  BTS  banda surcoreana  K-pop y su campaña DisculpateABCCOLOR muestra…,Jk~,0,21,2021-06-20 05:56:12,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Ya disculp ustes ni investigaron  habr mejor calite y guarn su opinión  nadie pidió DisculpateABCCOL…,Jk~,0,1,2021-06-20 05:56:04,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Exigimos a disculpa por  dicho DisculpateMikeSilvero DisculpateABCCOLOR discu…,Jk~,0,1,2021-06-20 05:55:58,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Deberían psar más bi  s concucias  sus incrédus comtarios  personas  mplemte trabajan…,Jk~,0,1,2021-06-20 05:55:54,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Simplemte es tan absurdo  tu parte das vergüza aga DisculpateMikeSilver DisculpateABCCOLOR disculpateabc,Jk~,0,1,2021-06-20 05:55:43,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Se me hace totalmte  scaro  parte  Mike lvero  spués  haber habdo mal  BTS y más aparte dicho …,Jk~,0,1,2021-06-20 05:55:41,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Su comtario  me hiso algo ignorante y arrogante a pesar  r a persona mayor no por qué tanto odio a BTS 💜 es…,Jk~,0,1,2021-06-20 05:55:34,0.0,0.0,neutral,0.0,1.0,0.0,0.0
DisculpateMikeSilveroDisculpateABCCOLOR disculpateabc jajaja neta  tan pocos vares pue llegar a ter algui…,Jk~,0,1,2021-06-20 05:55:26,0.0,0.0,neutral,0.0,1.0,0.0,0.0
No somos toxicos so pretejemos   remos exijimos disculpa DisculpateABCCOLOR DisculpateMikeSilver disculpa…,Jk~,0,2,2021-06-20 05:55:23,0.0,0.0,negative,0.136,0.864,0.0,-0.296
De manera orgánica y limpia… Se hace lmar reportero  ni quiera hace su trabajo bi no  hizo l tiempo pa…,Jk~,0,1,2021-06-20 05:55:20,0.0,0.0,negative,0.091,0.909,0.0,-0.296
QUEREMOS DISCULPAS! disculpateABCCOLORdisculpateMikerveroDisculpateABCCOLOR RACISMISNOTCOMEDY disculpateabc Si…,Jk~,0,1,2021-06-20 05:55:13,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Bu día? Bu día  tuya.DisculpateABCCOLOR DisculpateABC,Jk~,0,1,2021-06-20 05:55:10,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Army está exigido disculpas DisculpateMikeSilvero DisculpateABCCOLOR disculpateabc,Jk~,0,1,2021-06-20 05:54:51,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Ya paso vastante tiempo y todavia no han pedo disculpas publicas o iminar  publicacion   no llege a mas personas…,Jk~,0,1,2021-06-20 05:54:26,0.0,0.0,negative,0.188,0.812,0.0,-0.5267
Comido tacos tomando agua  horchata paando   monocicdisculpateabc DisculpateABCCOLOR,Jk~,0,1,2021-06-20 05:54:21,0.0,0.0,neutral,0.0,1.0,0.0,0.0
DisculpateABCCOLORDisculpateMikeSilver disculpateabc ¿Enrio cre  su éxito  be s estrategias  manipuci…,Jk~,0,3,2021-06-20 05:54:20,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Exigimos disculpas públicamteasí   dijiste pedís disculpas tambiénDisculpateABCCOLOR DisculpateMikeSilvero di…,Jk~,0,2,2021-06-20 05:54:09,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Jajaja mire no todos psamos igual 😂 usted qui es? Para estar ofdido s gustos  s  más y cir quién es me…,Jk~,0,1,2021-06-20 05:54:08,0.0,0.0,negative,0.087,0.913,0.0,-0.296
Exigimos as disculpasDisculpateABCCOLOR DisculpateMikeSilvero Disculpateabc,Jk~,0,1,2021-06-20 05:54:05,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Disculpate Xófobo. El canal bería spedir a quies  perjudican y este es  caso. Despidan a su panista. Di…,Jk~,0,1,2021-06-20 05:54:04,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Es   mann y spidanarmys porfavor comt usando s DisculpateMikeSilvero DisculpateABCCOLOR disculpa…,Jk~,0,2,2021-06-20 05:53:55,0.0,0.0,neutral,0.0,1.0,0.0,0.0
RACISMISNOTCOMEDY no vamos a normalizar  hecho   diariamte  hac este tipo  comtarios! DisculpateABCCO…,Jk~,0,2,2021-06-20 05:53:46,0.0,0.0,negative,0.128,0.872,0.0,-0.3595
No  qui  cree e tipo  tratar así a estos  chicos  han salvado mi vida y me han ayudado con bs letras…,Jk~,0,1,2021-06-20 05:53:43,0.0,0.0,negative,0.084,0.916,0.0,-0.296
Disculpas nceras n burs.No remos hasta  suceda. ARMY DisculpateABCCOLORDisculpateMikeSilverodisc…,Jk~,0,1,2021-06-20 05:53:35,0.0,0.0,negative,0.309,0.691,0.0,-0.7003
EXIGIMOS  DISCULPA DE ESTE SEÑOR   DisculpateMikeSilvero DisculpateABCCOLOR DisculpateMikeSilvero…,Jk~,0,3,2021-06-20 05:53:30,0.0,0.0,neutral,0.0,1.0,0.0,0.0
El mdo ría distinto   quitaran s perjuicios y abordarán s temas con investigación real. DisculpateABCCOLOR…,Jk~,0,1,2021-06-20 05:53:24,0.2,0.30000000000000004,neutral,0.0,1.0,0.0,0.0
DisculpateMikeSilvero DisculpateABCCOLOR disculpateabc ¡¡Exigimos a disculpa!!,Jk~,0,1,2021-06-20 05:53:07,0.0,0.0,neutral,0.0,1.0,0.0,0.0
EXIJIMOS  DISCULPA!!  ELLOS MERECEN RESPETO!!RACISMISNOTCOMEDY DisculpateABCCOLOR DisculpateMikeSilver disculp…,Jk~,0,4,2021-06-20 05:53:04,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Me odias  no me conocesDisculpateABCCOLOR DisculpateMikeSilver disculpateabc ,Jk~,0,2,2021-06-20 05:52:58,0.0,0.0,negative,0.167,0.833,0.0,-0.296
De verdad  lástima  a vez más tgamos  ter esta conversación. EL RACISMO NO ES  OPINIÓN.Exigimos disculp…,Jk~,0,15,2021-06-20 05:52:54,0.0,0.0,negative,0.118,0.882,0.0,-0.4466
“Pin respeto s sus propias bocas  no tin  gnificado  esa pabra”—NAMJOONDisculpateABCCOLOR D…,ALE MAJATA,0,320,2021-06-20 05:41:21,0.0,0.0,negative,0.109,0.891,0.0,-0.296
Son só  chicos  están cumplido sus sueños....pq  odio y s burs? Ya berían  aprr a RESPETARLOSarmy…,✨𝓜𝓮𝓵𝓪𝓷𝔂💜,0,5,2021-06-20 05:32:12,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Horror con  xofobia disfrazada  humor y sarcasmo  Mike Silvero cuántos años ties? ?  no sabes diferci…,⟬⟭ BrisaPark⁷ ⟭⟬ BE,0,610,2021-06-20 04:55:57,0.0,0.0,negative,0.237,0.683,0.08,-0.6322
EXIGIMOS  DISCULPADisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfEx…,Vanesa Artiles Santana,0,38,2021-06-20 04:55:53,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Eso no es excusa  cir cosas así   programa  informes  me vale  hectáreas  verga     trate tu estúpido espacio  trabajo. DisculpateABCCOLOR DisculpateMikeSilvero.,Anni_KTH⁷✨,0,0,2021-06-20 04:54:54,0.0,0.0,negative,0.066,0.934,0.0,-0.296
Mike lvero don conguió su títu? Para no ir jamás a esa iverdad  próxima no hable antes n estar informado…,⟬⟭ BrisaPark⁷ ⟭⟬ BE,0,276,2021-06-20 04:54:34,0.0,0.0,negative,0.296,0.704,0.0,-0.7906
 Exijimos!DisculpateMikeSilvero DisculpateABCCOLOR ElRacismoNoEsLibertadDeExpreon ApogizeABCCOLOR ApogizeMikeSilvero,SolecitoHobi,0,0,2021-06-20 04:42:49,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Exijimos!DisculpateMikeSilveroDisculpateABCCOLORApogizeABCCOLOR,SolecitoHobi,0,0,2021-06-20 04:38:41,0.0,0.0,neutral,0.0,1.0,0.0,0.0
  Exijimos a disculpa publicaDisculpateMikeSilvero ElRacismoNoEsLibertadDeExpreon ApogizeABCCOLOR DisculpateABCCOLOR,SolecitoHobi,0,0,2021-06-20 04:36:32,0.0,0.0,neutral,0.0,1.0,0.0,0.0
abc su éxito es manipudo bts   DisculpateABCCOLOR ,Adri⅞ 8 Years With BTS💜🧈🥞💛,0,6468,2021-06-20 04:10:36,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 Te metiste con  fandom equivocado 🤷‍♀️DisculpateMikeSilvero DisculpateABCCOLOR ElRacismoNoEsLibertadDeExpreon,Dalia Ramirez,0,0,2021-06-20 03:51:56,0.0,0.0,neutral,0.0,1.0,0.0,0.0
DisculpateMikeSilveroDisculpateABCCOLORABC Cor Paraguay Unjustifiable xophobic discrimination against South Korean ngers BTS. - ¡Firma  petición!  vía ,Daily Gomez,0,0,2021-06-20 03:46:03,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 Exigimos a disculpa 😡 DisculpateMikeSilvero DisculpateABCCOLOR,Dalia Ramirez,1,0,2021-06-20 03:42:35,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Sigan habndo  s gros  Bangtan y ARMY habn por  sos 🥰🤫🔥DisculpateABCCOLOR ApogizeABCCOLOR Disculpat…,BTS BIGHIT OFICIAL,0,83,2021-06-20 03:35:01,0.0,0.0,neutral,0.0,1.0,0.0,0.0
abc su éxito es manipudo bts   DisculpateABCCOLOR ,ɪssʏ₇🧈,0,6468,2021-06-20 03:34:02,0.0,0.0,neutral,0.0,1.0,0.0,0.0
“Si no pues respetar ni quiera abras  boca”-Kim Namjoon ApogizeMikeSilvero DisculpateMikeSilvero EXIGIMOS …,A. Angel.2013,0,74,2021-06-20 03:33:47,0.0,0.0,negative,0.128,0.872,0.0,-0.296
JIMIN Y Becky g dijeron  La gte  crítica mplemte me da pa. La Rap líne dijeron  Ustes vidioso rtido…,A. Angel.2013,0,145,2021-06-20 03:33:36,0.0,0.0,neutral,0.0,1.0,0.0,0.0
VEN? HASTA ELLOS LO SABEN SABEN QUE SOMOS CAPACES DE DEFENDERLOS  Y UN MILLÓN DE VECES SABEN QUE SOMOS CAPACES DE…,A. Angel.2013,0,92,2021-06-20 03:33:16,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 EXIGIMOS  DISCULPADisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpreson ApogizeABCCOLOR,XIOJI,1,0,2021-06-20 03:31:46,0.0,0.0,neutral,0.0,1.0,0.0,0.0
No pedimos  les guste BTS    respet  nos guste así  ncil👉EXIGIMOS  DISCULPA DisculpateMikeS…,atena49,0,9,2021-06-20 03:29:38,0.0,0.0,negative,0.095,0.905,0.0,-0.296
¡¡EXIGIMOS  DISCULPA!! No pues criticar y normalizar tanto  racismo criticar su múca burrte  s y cir…,LENA♡︎🐰∞⟭⟬⁷| 💜🧈🇲🇽,0,1414,2021-06-20 02:59:10,0.0,0.0,negative,0.134,0.866,0.0,-0.4184
“nuestros fans recib muchas críticas so por r fans  idols  son realmte grans personas do honesto…,Diki⁷ ☀️,0,1941,2021-06-20 02:39:58,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Exigimos as Disculpas.. Sinceras nada  SARCASMOSEXIGIMOS  DISCULPA!!DisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpreson ApogizeABCCOLOR ,FAKELOVE77221,1,0,2021-06-20 02:39:11,0.0,0.0,neutral,0.0,1.0,0.0,0.0
abc su éxito es manipudo bts   DisculpateABCCOLOR ,Anabel~🍀,0,6468,2021-06-20 02:38:08,0.0,0.0,neutral,0.0,1.0,0.0,0.0
abc su éxito es manipudo bts   DisculpateABCCOLOR ,Abigail🌼🧈,0,6468,2021-06-20 02:33:32,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 EXIGIMOS  DISCULPA!!DisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpreson ApogizeABCCOLOR,Aleeeeeli,0,0,2021-06-20 02:29:11,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 EXIGIMOS  DISCULPA!!DisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpreson ApogizeABCCOLOR,Aleeeeeli,0,0,2021-06-20 02:28:41,0.0,0.0,neutral,0.0,1.0,0.0,0.0
   EXIGIMOS  DISCULPA!!DisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpreson ApogizeABCCOLOR,Aleeeeeli,0,0,2021-06-20 02:28:08,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 EXIGIMOS  DISCULPA!!DisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpreson ApogizeABCCOLOR,Aleeeeeli,1,0,2021-06-20 02:27:10,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 EXIGIMOS  DISCULPA!!DisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpreson ApogizeABCCOLOR,Aleeeeeli,0,0,2021-06-20 02:26:53,0.0,0.0,neutral,0.0,1.0,0.0,0.0
RESPERO DisculpateMikeSilvero DisculpateABCCOLOR,Acsa,0,0,2021-06-20 02:19:45,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Como quitó  publicidad   izquierdaApogizeABCCOLORDisculpateABCCOLORDisculpateMikeSilver ,Mayra Galeano,0,24,2021-06-20 02:19:41,0.0,0.0,neutral,0.0,1.0,0.0,0.0
abc su éxito es manipudo bts   DisculpateABCCOLOR ,soobin txt,0,6468,2021-06-20 02:13:36,0.0,0.0,neutral,0.0,1.0,0.0,0.0
[Actualización]DisculpateMikeSilvero DisculpateABCCOLOR ApogizeABCCOLOR llegaron a r TT mdial hace  hora…,Iván Núñez,0,3,2021-06-20 02:07:09,-0.75,1.0,neutral,0.0,1.0,0.0,0.0
K-Army CoreaPor DisculpateABCCOLOR y ApogizeABCCOLOR ya son tncias ( y )  Corea l Sur. ht…,Iván Núñez,0,32,2021-06-20 02:07:06,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Te recuerdo  bes a disculpa.DisculpateMikeSilvero ApogizeMikeSilvero DisculpateABCCOLOR Apo…,Anahí,0,3,2021-06-20 01:54:01,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Como  no hemos recibido ninga respuesta hemos cidido mandar correos a BH!Documto Enviar a (…,Milanesa UwU,0,3664,2021-06-20 01:30:54,0.0,0.0,negative,0.142,0.858,0.0,-0.3595
JIMIN Y Becky g dijeron  La gte  crítica mplemte me da pa. La Rap líne dijeron  Ustes vidioso rtido…,M@ri7myg,0,145,2021-06-20 00:38:40,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Nuestros fans recib muchas críticas so por r fans  idols  son realmte grans personas. Sido honesto só…,ʕ๑•́ᴥ•̀๑ʔ ᴷᵘᵐᵃⁿᵒⁿ⁷,0,1083,2021-06-20 00:31:05,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 El amigo te respeta usted muestra hipocresía y sarcasmo con sus acciones discriminar nca fue a opción  cir sus iasda pa su manera  psar.DisculpateMikeSilveroDisculpateABCCOLOR ElRacismoNoEsLibertadDeExpreon ApogizeMikeSilvero RACISMISNOTCOMEDY,NEMC,0,0,2021-06-20 00:02:33,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 DisculpateMikeSilveroDisculpateABCCOLOR ElRacismoNoEsLibertadDeExpreon ApogizeMikeSilvero RACISMISNOTCOMEDY Para r profeonal be también leeral parecer usted no sabe leer ya  no muestra profeonalismo  su trabajo   cual estudió y leyó supuestamte,NEMC,0,0,2021-06-19 23:54:26,0.0,0.0,negative,0.132,0.868,0.0,-0.5267
Estamos cansados   xofobia y  odio injustificado. Por qué discriminas? Por qué invtas cosas. Los chicos  ya ha te…,Hyn 🧈🇦🇷🏳️‍🌈,0,1362,2021-06-19 23:50:15,0.0,0.0,positive,0.0,0.897,0.103,0.34
 DisculpateMikeSilveroDisculpateABCCOLOR ElRacismoNoEsLibertadDeExpreon ApogizeMikeSilvero RACISMISNOTCOMEDY Cuando o es profeonapr a respetar a usted esa parte ni  conocesus pabras y actos muestran  ni conoce  pabra respeto.,NEMC,0,0,2021-06-19 23:48:21,0.0,0.0,neutral,0.0,1.0,0.0,0.0
DisculpateMikeSilvero Se hombrecito y da  cara DisculpateMikeSilveroApogizeMikeSilveroRACISMISNOTCOMEDYDisculpateABCCOLOR ApogizeABCCOLOR,Day.Armyforever,0,0,2021-06-19 23:38:29,0.0,0.0,neutral,0.0,1.0,0.0,0.0
El racismos no es a opinión no es libertad  expreón no es humor  racismo es racismo y ptoEXIGIMOS  DISCULP…,AmxxelWang,0,422,2021-06-19 23:36:26,0.0,0.0,negative,0.23,0.697,0.073,-0.5423
El títu  periodista le dó gran su actitud  hace r a persona mediocreEXIGIMOS  DISCULPADisculpat…,AmxxelWang,0,165,2021-06-19 23:35:52,-0.5,1.0,neutral,0.0,1.0,0.0,0.0
DisculpateMikeSilvero No vamos a r hasta ter a disculpa o por  mos  te s n empleo DisculpateMikeSilveroApogizeMikeSilveroRACISMISNOTCOMEDYDisculpateABCCOLOR ApogizeABCCOLOR,Day.Armyforever,0,0,2021-06-19 23:35:44,0.0,0.0,negative,0.234,0.766,0.0,-0.7003
VEN? HASTA ELLOS LO SABEN SABEN QUE SOMOS CAPACES DE DEFENDERLOS  Y UN MILLÓN DE VECES SABEN QUE SOMOS CAPACES DE…,AmxxelWang,0,92,2021-06-19 23:35:04,0.0,0.0,neutral,0.0,1.0,0.0,0.0
 No estaré fiz hasta  este mongolico   n empleo y  disculpe.  DisculpateMikeSilvero DisculpateABCCOLOR Xophobia,Min Suga tú patrón.,3,0,2021-06-19 23:29:02,0.0,0.0,negative,0.279,0.721,0.0,-0.7003
No son buos    hac- BTS primer acto coreano  ter  performance y nominación  s GRAMMYS- BTS x…,Fake Love,0,3,2021-06-19 22:39:09,0.0,0.0,negative,0.091,0.909,0.0,-0.296
  Todo  ARMY está esperando tus disculpas así  pues empezar.Y responsabilizate  tus acciones y pabras. No digas  fue  chiste cuando cramte todos sabemos  no ties respeto algo.DisculpateMikeSilvero DisculpateABCCOLOR ,BTS TUS PATRONES👑,3,0,2021-06-19 22:27:49,0.0,0.0,negative,0.118,0.882,0.0,-0.5267
A nadie le interesa    habs. ¡Así  cierra  boca!!  aquí nadie pidió tu opinión.DisculpateMik…,BTS TUS PATRONES👑,0,2,2021-06-19 22:19:50,0.0,0.0,neutral,0.0,1.0,0.0,0.0
¿Porqué personas  Mike Silvero gu do periodistas? A S C O DisculpateABCCOLOR DisculpateMikeSilvero,Najheli Hilen Fernández,0,20,2021-06-19 22:06:22,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Horror con  xofobia disfrazada  humor y sarcasmo  Mike Silvero cuántos años ties? ?  no sabes diferci…,Najheli Hilen Fernández,0,610,2021-06-19 22:04:19,0.0,0.0,negative,0.237,0.683,0.08,-0.6322
Aceptaremos humilmte s críticas y s juicios  no nos daremos caldos ante  irracional   sociedad…,María Martínez,0,13,2021-06-19 21:54:26,0.0,0.0,negative,0.109,0.891,0.0,-0.296
“La educación es  arma más porosa  pues usar  cambiar  mdo. — Nson ManDisculpateMikeSilveroDis…,Yamileth⁷☁️🖤,0,692,2021-06-19 21:29:08,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Si no gusta BTS tonces mantén  boca cerrada y  no ties nada buo  hacertonces conguete a vida y respeta  gusto  s másNo juegues con fuego  no quieres salir madoEl fandom ARMY exige a DISCULPADisculpateMikeSilvero DisculpateABCCOLOR,Ceidy,0,0,2021-06-19 21:27:53,0.0,0.0,negative,0.148,0.852,0.0,-0.6808
abc su éxito es manipudo bts   DisculpateABCCOLOR ,𝓪𝓷𝓽𝓸𝓸,0,6468,2021-06-19 21:09:27,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Creo  esto  vez  a disculpa es más  insulto hacia A.R.M.Y.DisculpateMikeSilvero DisculpateABCCOLOR ApogizeABCCOLOR ApogizeMikeSilvero EXIGIMOS  DISCULPA ,Keilany,1,0,2021-06-19 21:05:25,0.0,0.0,neutral,0.0,1.0,0.0,0.0
❗COPIEN Y PEGUEN PARA HACER TENDENCIA❗EXIGIMOS  DISCULPA ESTO ES  PROFESIONALISMODisculpateMikeSilveroDisculpat…,samantha,0,726,2021-06-19 20:31:42,0.0,0.0,neutral,0.0,1.0,0.0,0.0
SIGAMOS HACIENDO ESTOS HTS VIRALES ARMY! DisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRa…,Alexandra Cabrera,0,132,2021-06-19 20:19:14,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Como army hemos vido soportando diversos atas  medios extranjeros por mplemte fr a bangtn  atas x…,Alexandra Cabrera,0,3695,2021-06-19 20:15:58,0.0,0.0,positive,0.0,0.928,0.072,0.1027
— DENUNCIEN ESTA CUENTA‼️link  nci y b por• acso• spm• cuta hckeadaTrat…,Alexandra Cabrera,0,322,2021-06-19 20:15:25,0.0,0.0,neutral,0.0,1.0,0.0,0.0
a  vta s  albumes  s mdiales  futbolEuroRutaBictariaCaraboboDisculpateABCCOLORLokiJFreedomForSaabPerúFANBEsSoberaniaPuebInpntistaCombiaGNByPuebLibertarioAQUI ,Tiendas Ebert,0,1,2021-06-19 20:14:00,0.0,0.0,neutral,0.0,1.0,0.0,0.0
Ya  no recibimos respuestas ni disculpas  parte   sobre  artícu mal intcionado y difamatorio empe…,Alexandra Cabrera,0,1161,2021-06-19 20:10:40,0.0,0.0,negative,0.104,0.896,0.0,-0.296
Sigan  firmando está peticiónABCdisculpate DisculpateABCCOLOR ApogizeMikeSilvero DisculpateABCCOLOR ABCdisculpate ApogizeABCCOLOR,😜Yumiku 😉✌🏻,1,0,2021-06-19 20:10:04,0.0,0.0,neutral,0.0,1.0,0.0,0.0
ARMY está hart@   no  disculp y so  burl.EXIGIMOS  DISCULPADisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreonRacismIsNotFreedomOfExpresonApogizeMikeSilvero NUNCAMASSOMOSGEN ApogizeABCCOLOR,Valeria,0,0,2021-06-19 20:08:04,0.0,0.0,negative,0.099,0.901,0.0,-0.296
DisculpateMikeSilveroDisculpateABCCOLOR No permitiremos  racismo y xofobia contra s chicos todos merece…,Valeria,0,1,2021-06-19 20:05:28,0.0,0.0,negative,0.145,0.855,0.0,-0.296
  Pedimos respeto   nos burn cuando salimos a frs creo  sí no te interesa CALLATE  gu nombrandos y eso  mí es a estrategia  dar a conocer.DisculpateMikeSilveroDisculpateABCCOLORElRacismoNoEsLibertadDeExpreon,Valeria,0,0,2021-06-19 20:04:43,0.0,0.0,negative,0.064,0.936,0.0,-0.296
“Si no pues respetar ni quiera abras  boca”-Kim Namjoon ApogizeMikeSilvero DisculpateMikeSilvero EXIGIMOS …,LUCERO,0,74,2021-06-19 20:02:18,0.0,0.0,negative,0.128,0.872,0.0,-0.296
